date,desc,amount,cat,Debits and credits,Balance
12/7/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-50.38,Personal - Childcare,($50.38),"$25,589.90 "
11/7/19,Transfer to Antonia Desousa BSB 923100 Account 031940482 RCPT: 3XZ9XS3YJHPV7J4P MCA Greenups Repay,-200.0,Expense - Greenups,($200.00),"$25,640.28 "
10/7/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$25,840.28 "
9/7/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3X2NYLJJVR7VQCTN 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$25,947.59 "
7/7/19,Purchase ALDI STORES - WATERLOO WATERLOO,-126.87,Personal - Groceries,($126.87),"$26,107.59 "
5/7/19,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$26,234.46 "
3/7/19,Purchase ALDI STORES - BROADWAY BROADWAY,-221.7,Personal - Groceries,($221.70),"$26,247.46 "
28/6/19,Direct debit to SDN Redfern Chil,-956.0,Personal - Childcare,($956.00),"$26,469.16 "
28/6/19,Direct credit from TMRW Music Pty L MINISTRY OF SOUND,25107.1,Income,"$25,107.10 ","$27,425.16 "
28/6/19,Direct debit to DEBITSSUCESSDF,-9.9,Expense - Travel,($9.90),"$2,318.06 "
28/6/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-67.6,Personal - Childcare,($67.60),"$2,327.96 "
27/6/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XHL3LHQNJJ585KD 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$2,395.56 "
27/6/19,Transfer to Space furniture BSB 012003 Account 837819456 RCPT: 3X7RD48V2LZPPN52 Office furniture,-493.01,Mortgage,($493.01),"$2,555.56 "
26/6/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$3,048.57 "
24/6/19,Direct credit from BENJAMIN WARD tfr 2 ME offset,3000.0,Account Transfer (In),"$3,000.00 ","$3,155.88 "
24/6/19,Direct entry dishonour fee reversal,10.0,Personal,$10.00 ,$155.88 
14/6/19,Direct debit to DEBITSSUCESSDF,-9.9,Expense - Travel,($9.90),$145.88 
14/6/19,Direct entry dishonour fee  - SDN Redfern Chil $1309.04,-10.0,Personal - Childcare,($10.00),$155.78 
14/6/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-98.95,Personal - Childcare,($98.95),$165.78 
12/6/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),$264.73 
12/6/19,Transfer to SDN BSB 062231 Account 010219159 RCPT: 3X5X8XYZX2VPS4SP Felix Ward,-1380.45,Personal - Childcare,"($1,380.45)",$372.04 
12/6/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XYYG2CV6RR6DBS9 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$1,752.49 "
12/6/19,Transfer from Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XY3FN5GT55Z28YM Day care and cleaner,1500.0,Account Transfer (In),"$1,500.00 ","$1,912.49 "
3/6/19,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),$412.49 
31/5/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XTX5HMGYG892F5X 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),$425.49 
31/5/19,Direct entry dishonour fee  - SDN Redfern Chil $1400.00,-10.0,Fees,($10.00),$585.49 
31/5/19,Direct debit to DEBITSSUCESSDF,-9.9,Expense - Travel,($9.90),$595.49 
31/5/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-98.95,Personal - Childcare,($98.95),$605.39 
29/5/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),$704.34 
24/5/19,Account withdrawal,-4906.98,Mortgage,"($4,906.98)",$811.65 
23/5/19,Direct credit from BENJAMIN WARD tfr 2 ME offset,5000.0,Account Transfer (In),"$5,000.00 ","$5,718.63 "
22/5/19,Direct debit to SYDNEY WATER,-285.19,Expense - Utilities,($285.19),$718.63 
20/5/19,Direct credit from BENJAMIN WARD tfr 2 ME offset,1000.0,Account Transfer (In),"$1,000.00 ","$1,003.82 "
19/5/19,Purchase CHEAPDOMAIN 61894220833 SGP,-38.0,Expense - Subscriptions & Software Licences,($38.00),$3.82 
19/5/19,Cross border fee CHEAPDOMAIN 61894220833 SGP,-0.3,Fees,($0.30),$41.82 
19/5/19,Purchase GM CABS PTY LTD MASCOT,-23.84,Expense - Travel - Taxis,($23.84),$42.12 
18/5/19,Purchase CICCO ENTERPRISES PT LEICHHARDT NSW,-16.1,Personal - Jane,($16.10),$65.96 
17/5/19,Direct entry dishonour fee  - SDN Redfern Chil $580.00,-10.0,Fees,($10.00),$82.06 
17/5/19,Purchase Tank Stream Bar Sydney NSW,-16.25,Personal - Alcohol,($16.25),$92.06 
17/5/19,Purchase Tank Stream Bar Sydney NSW,-24.35,Personal - Drinking Out,($24.35),$108.31 
17/5/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 77.67 AUD + cashout of 100.00 AUD),-177.67,Personal - Groceries,($177.67),$132.66 
16/5/19,Purchase PORTSIDE SYDNEY OPERA SYDNEY AU,-8.12,Personal - Entertainment,($8.12),$310.33 
16/5/19,Purchase SYDNEY THEATRE COMPANY SYDNEY,-40.0,Personal - Entertainment,($40.00),$318.45 
15/5/19,Purchase BUDGET PETROL CHIPPEND CHIPPENDALE,-78.96,Expense - Travel,($78.96),$358.45 
15/5/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),$437.41 
14/5/19,Purchase WOOLWORTHS 1474 REDFERN AU,-34.4,Personal - Groceries,($34.40),$544.72 
14/5/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-19.07,Personal - Groceries,($19.07),$579.12 
14/5/19,Purchase CHINO TC PTY LTD SURREY HILLS NSW,-95.0,Personal - Health & Wellbeing,($95.00),$598.19 
14/5/19,Purchase COPPOLA PIZZA REFERN NSW,-46.0,Personal - Entertainment,($46.00),$693.19 
14/5/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 62.15 AUD + cashout of 50.00 AUD),-112.15,Personal - Groceries,($112.15),$739.19 
13/5/19,Purchase BREADFERN PTY LTD REDFERN,-26.0,Personal - Groceries,($26.00),$851.34 
12/5/19,Purchase Fredas Chippendale NSW,-6.9,Personal - Drinking Out,($6.90),$877.34 
12/5/19,Purchase Fredas Chippendale NSW,-6.9,Personal - Drinking Out,($6.90),$884.24 
12/5/19,Purchase Fredas Chippendale NSW,-6.9,Personal - Drinking Out,($6.90),$891.14 
12/5/19,Purchase Fredas Chippendale NSW,-8.63,Personal - Drinking Out,($8.63),$898.04 
12/5/19,Purchase Fredas Chippendale NSW,-6.9,Personal - Drinking Out,($6.90),$906.67 
12/5/19,Purchase Fredas Chippendale NSW,-13.7,Personal - Drinking Out,($13.70),$913.57 
10/5/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-66.65,Personal - Groceries,($66.65),$927.27 
9/5/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-66.47,Personal - Groceries,($66.47),$993.92 
9/5/19,Purchase GARDEN LIFE PTY LTD ST PETERS NSW,-95.0,Personal - House,($95.00),"$1,060.39 "
8/5/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-7.29,Personal - Groceries,($7.29),"$1,155.39 "
8/5/19,Purchase NCIE REDFERN NSW,-315.0,Personal - Health & Wellbeing,($315.00),"$1,162.68 "
7/5/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-21.0,Personal - Groceries,($21.00),"$1,477.68 "
7/5/19,Purchase Cabcharge EAST SYDNEY NSW,-29.4,Expense - Travel,($29.40),"$1,498.68 "
6/5/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 57.25 AUD + cashout of 100.00 AUD),-157.25,Personal - Cash Out,($157.25),"$1,528.08 "
5/5/19,Purchase SUSHI HON ULTIMO NSW,-66.8,Personal - Eating Out,($66.80),"$1,685.33 "
5/5/19,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$1,752.13 "
4/5/19,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),"$1,765.13 "
4/5/19,Purchase Two Tales Cafe Alexandria NSW,-3.7,Personal - Coffee,($3.70),"$1,777.63 "
3/5/19,Direct debit to SDN Redfern Chil,-577.98,Personal - Childcare,($577.98),"$1,781.33 "
3/5/19,Purchase LIQUORLAND 3638 GLEBE AUS,-31.5,Personal - Alcohol,($31.50),"$2,359.31 "
3/5/19,Purchase KMART 1155 BROADWAY AUS,-5.5,Personal - Family,($5.50),"$2,390.81 "
3/5/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-104.82,Personal - Childcare,($104.82),"$2,396.31 "
2/5/19,Purchase BART JR Redfern NSW,-55.0,Personal - Skye,($55.00),"$2,501.13 "
1/5/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-48.98,Personal - Groceries,($48.98),"$2,556.13 "
1/5/19,Purchase DOUBLE TREE BY HILTO NADI FJI (transaction amount 300.00 FJD),-201.39,Expense - Travel,($201.39),"$2,605.11 "
1/5/19,International transaction fees (crossborder fee AUD1.61 + intl fee AUD3.02),-4.63,Fees,($4.63),"$2,806.50 "
1/5/19,Purchase PROUDS NADI FJI (transaction amount 104.96 FJD),-70.46,Expense - Travel,($70.46),"$2,811.13 "
1/5/19,International transaction fees (crossborder fee AUD0.56 + intl fee AUD1.06),-1.62,Fees,($1.62),"$2,881.59 "
30/4/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XLF6KJ47ZSY4BZK 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$2,883.21 "
30/4/19,ATM withdrawal SYDNEY SYDNEY - LOWER GROUND LEVEL 101-,-200.0,Personal - Cash Out,($200.00),"$3,043.21 "
30/4/19,Purchase Bar Topa Ivy Sydney NSW,-152.25,Personal - Eating Out,($152.25),"$3,243.21 "
29/4/19,Purchase SPOTTO NSW Sydney AU,-18.06,Expense - Travel - Taxis,($18.06),"$3,395.46 "
29/4/19,Purchase TAPPOO LTD FIJI FJI (transaction amount 31.47 FJD),-21.2,Expense - Travel,($21.20),"$3,413.52 "
29/4/19,International transaction fees (crossborder fee AUD0.17 + intl fee AUD0.32),-0.49,Fees,($0.49),"$3,434.72 "
29/4/19,Purchase The George Waterloo NSW,-25.0,Personal - Drinking Out,($25.00),"$3,435.21 "
29/4/19,Purchase The George Waterloo NSW,-56.5,Personal - Eating Out,($56.50),"$3,460.21 "
29/4/19,Purchase The George Waterloo NSW,-32.0,Personal - Eating Out,($32.00),"$3,516.71 "
29/4/19,Purchase ALDI STORES - WATERLOO WATERLOO,-197.53,Personal - Groceries,($197.53),"$3,548.71 "
29/4/19,Direct debit to PAYPAL AUSTRALIA,-98.0,Personal - Childcare,($98.00),"$3,746.24 "
29/4/19,Direct debit to Virgin Mobile,-40.0,Expense - Phone & Internet,($40.00),"$3,844.24 "
28/4/19,Purchase RAKUSHIYOKUSHIYU MARU TOKYO JPN (transaction amount 23544 JPY),-301.19,Expense - Travel,($301.19),"$3,884.24 "
28/4/19,International transaction fees (crossborder fee AUD2.41 + intl fee AUD4.52),-6.93,Fees,($6.93),"$4,185.43 "
27/4/19,BPAY Payment - BPAY Ext GenClr BILLER: 75556 CRN: 119479406397760 RCPT: MEB201904276050007102,-2000.0,ATO Payment,"($2,000.00)","$4,192.36 "
27/4/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 30.84 AUD + cashout of 100.00 AUD),-130.84,Personal - Groceries,($130.84),"$6,192.36 "
27/4/19,Purchase Heinemann Duty Free Mascot AU,-148.0,Personal - Alcohol,($148.00),"$6,323.20 "
27/4/19,Purchase DRUGSTORE JONAN TOKYO JPN (transaction amount 1339 JPY),-17.14,Expense - Travel,($17.14),"$6,471.20 "
27/4/19,International transaction fees (crossborder fee AUD0.14 + intl fee AUD0.26),-0.4,Fees,($0.40),"$6,488.34 "
26/4/19,ATM withdrawal 601041 SUVA FJI (transaction amount 255.32 AUD),-255.32,Expense - Travel,($255.32),"$6,488.74 "
26/4/19,International transaction fees (crossborder fee AUD2.04 + intl fee AUD 0.00 + intl ATM fee AUD4.00),-6.04,Fees,($6.04),"$6,744.06 "
25/4/19,ATM withdrawal JCB CO LTD JapanTOKYO JPN (transaction amount 10000 JPY),-126.14,Personal - Cash Out,($126.14),"$6,750.10 "
25/4/19,International transaction fees (crossborder fee AUD1.01 + intl fee AUD1.89 + intl ATM fee AUD4.00),-6.9,Fees,($6.90),"$6,876.24 "
24/4/19,Purchase SQ*BIRDMAN TOKYO JPN (transaction amount 22589 JPY),-283.09,Expense - Travel,($283.09),"$6,883.14 "
24/4/19,International transaction fees (crossborder fee AUD2.26 + intl fee AUD4.25),-6.51,Fees,($6.51),"$7,166.23 "
24/4/19,Account withdrawal,-4906.98,Mortgage,"($4,906.98)","$7,172.74 "
23/4/19,Direct debit to SDN Redfern Chil,-1155.96,Personal - Childcare,"($1,155.96)","$12,079.72 "
23/4/19,Direct debit to DEBITSSUCESSDF,-9.9,UNKNOWN,($9.90),"$13,235.68 "
22/4/19,Purchase BIG ECHO KANAGAWA JPN (transaction amount 3428 JPY),-42.86,Expense - Travel,($42.86),"$13,245.58 "
22/4/19,International transaction fees (crossborder fee AUD0.34 + intl fee AUD0.64),-0.98,Fees,($0.98),"$13,288.44 "
22/4/19,ATM withdrawal JCB CO LTD TOKYO JPN (transaction amount 30000 JPY),-375.08,Personal - Cash Out,($375.08),"$13,289.42 "
22/4/19,International transaction fees (crossborder fee AUD3.00 + intl fee AUD5.63 + intl ATM fee AUD4.00),-12.63,Fees,($12.63),"$13,664.50 "
22/4/19,Purchase TOKYODISNEYRESORT CHIBA JPN (transaction amount 3400 JPY),-42.51,Expense - Travel,($42.51),"$13,677.13 "
22/4/19,International transaction fees (crossborder fee AUD0.34 + intl fee AUD0.64),-0.98,Fees,($0.98),"$13,719.64 "
22/4/19,Purchase TOKYODISNEYRESORT CHIBA JPN (transaction amount 1970 JPY),-24.63,Personal - Family,($24.63),"$13,720.62 "
22/4/19,International transaction fees (crossborder fee AUD0.20 + intl fee AUD0.37),-0.57,Fees,($0.57),"$13,745.25 "
22/4/19,Purchase IMPERIAL HOTEL IMPERIA TOUKIYOUTO JPN (transaction amount 21854 JPY),-273.24,Expense - Travel,($273.24),"$13,745.82 "
22/4/19,International transaction fees (crossborder fee AUD2.19 + intl fee AUD4.10),-6.29,Fees,($6.29),"$14,019.06 "
22/4/19,Purchase JR EAST TOUKIYOUTO JPN (transaction amount 2385 JPY),-29.82,Expense - Travel,($29.82),"$14,025.35 "
22/4/19,International transaction fees (crossborder fee AUD0.24 + intl fee AUD0.45),-0.69,Fees,($0.69),"$14,055.17 "
22/4/19,Purchase JR EAST TOUKIYOUTO JPN (transaction amount 10700 JPY),-133.78,Expense - Travel,($133.78),"$14,055.86 "
22/4/19,International transaction fees (crossborder fee AUD1.07 + intl fee AUD2.01),-3.08,Fees,($3.08),"$14,189.64 "
22/4/19,Purchase JR EAST TOUKIYOUTO JPN (transaction amount 9140 JPY),-114.28,Expense - Travel,($114.28),"$14,192.72 "
22/4/19,International transaction fees (crossborder fee AUD0.91 + intl fee AUD1.71),-2.62,Fees,($2.62),"$14,307.00 "
22/4/19,Purchase LAWSON TOKYO JPN (transaction amount 1140 JPY),-14.25,Expense - Travel,($14.25),"$14,309.62 "
22/4/19,International transaction fees (crossborder fee AUD0.11 + intl fee AUD0.21),-0.32,Fees,($0.32),"$14,323.87 "
22/4/19,Purchase PEACOCK STORES DAIKANY TOKYO JPN (transaction amount 2588 JPY),-32.36,Personal,($32.36),"$14,324.19 "
22/4/19,International transaction fees (crossborder fee AUD0.26 + intl fee AUD0.49),-0.75,Fees,($0.75),"$14,356.55 "
21/4/19,Purchase MOHRI SALVATORE CUOMO TOKYO JPN (transaction amount 2200 JPY),-27.51,Expense - Travel,($27.51),"$14,357.30 "
21/4/19,International transaction fees (crossborder fee AUD0.22 + intl fee AUD0.41),-0.63,Fees,($0.63),"$14,384.81 "
21/4/19,Purchase IKEDATAKUSHI KADO TOKYO JPN (transaction amount 3770 JPY),-47.14,Expense - Travel,($47.14),"$14,385.44 "
21/4/19,International transaction fees (crossborder fee AUD0.38 + intl fee AUD0.71),-1.09,Fees,($1.09),"$14,432.58 "
21/4/19,Purchase TIGER GYOZA KAIKAN TOUKYOTO JPN (transaction amount 8806 JPY),-110.1,Expense - Travel,($110.10),"$14,433.67 "
21/4/19,International transaction fees (crossborder fee AUD0.88 + intl fee AUD1.65),-2.53,Fees,($2.53),"$14,543.77 "
21/4/19,Purchase NTS COFFEE TOKYO JPN (transaction amount 2500 JPY),-31.26,Expense - Travel,($31.26),"$14,546.30 "
21/4/19,International transaction fees (crossborder fee AUD0.25 + intl fee AUD0.47),-0.72,Fees,($0.72),"$14,577.56 "
21/4/19,Purchase CRISP ROPPONGI HILLS*C TOUKIYOUTO JPN (transaction amount 1350 JPY),-16.88,Expense - Travel,($16.88),"$14,578.28 "
21/4/19,International transaction fees (crossborder fee AUD0.14 + intl fee AUD0.25),-0.39,Fees,($0.39),"$14,595.16 "
21/4/19,Purchase TOKYODISNEYRESORT CHIBA JPN (transaction amount 34400 JPY),-430.1,Personal,($430.10),"$14,595.55 "
21/4/19,International transaction fees (crossborder fee AUD3.44 + intl fee AUD6.45),-9.89,Fees,($9.89),"$15,025.65 "
21/4/19,Purchase ROPPONGI HILLS TOUKIYOUTO JPN (transaction amount 17960 JPY),-224.55,Personal,($224.55),"$15,035.54 "
21/4/19,International transaction fees (crossborder fee AUD1.80 + intl fee AUD3.37),-5.17,Fees,($5.17),"$15,260.09 "
21/4/19,Purchase MOHRI SALVATORE CUOMO TOKYO JPN (transaction amount 4600 JPY),-57.51,Personal,($57.51),"$15,265.26 "
21/4/19,International transaction fees (crossborder fee AUD0.46 + intl fee AUD0.86),-1.32,Fees,($1.32),"$15,322.77 "
21/4/19,Purchase SEVEN-ELEVEN JAPAN TOKYO JPN (transaction amount 1155 JPY),-14.44,Expense - Travel,($14.44),"$15,324.09 "
21/4/19,International transaction fees (crossborder fee AUD0.12 + intl fee AUD0.22),-0.34,Fees,($0.34),"$15,338.53 "
21/4/19,Purchase MONTBLANCRIKET TOUKIYOUTO JPN (transaction amount 6480 JPY),-81.02,Personal,($81.02),"$15,338.87 "
21/4/19,International transaction fees (crossborder fee AUD0.65 + intl fee AUD1.22),-1.87,Fees,($1.87),"$15,419.89 "
19/4/19,Purchase SPRING VALLEY BREWERY TOUKIYOUTO JPN (transaction amount 2600 JPY),-32.45,Personal,($32.45),"$15,421.76 "
19/4/19,International transaction fees (crossborder fee AUD0.26 + intl fee AUD0.49),-0.75,Fees,($0.75),"$15,454.21 "
19/4/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-36.54,Personal - Childcare,($36.54),"$15,454.96 "
18/4/19,ATM withdrawal ENET TOKYO JPN (transaction amount 30216 JPY),-378.14,Personal - Cash Out,($378.14),"$15,491.50 "
18/4/19,International transaction fees (crossborder fee AUD3.03 + intl fee AUD5.67 + intl ATM fee AUD4.00),-12.7,Fees,($12.70),"$15,869.64 "
17/4/19,ATM withdrawal JCB CO LTD TOKYO JPN (transaction amount 30000 JPY),-374.06,Personal - Cash Out,($374.06),"$15,882.34 "
17/4/19,International transaction fees (crossborder fee AUD2.99 + intl fee AUD5.61 + intl ATM fee AUD4.00),-12.6,Fees,($12.60),"$16,256.40 "
17/4/19,Purchase Ezi*FailPay Fortitude Val QLD,-11.9,UNKNOWN,($11.90),"$16,269.00 "
11/4/19,Direct credit from TMRW Music Pty L MINISTRY OF SOUND,16297.0,Income,"$16,297.00 ","$16,280.90 "
5/4/19,Direct entry dishonour fee  - SDN Redfern Chil $577.98,-10.0,Fees,($10.00),($16.10)
31/3/19,Purchase 0ALXNDR PK CO S 8556 ALEXANDRIA,-40.0,Personal - Family,($40.00),($6.10)
30/3/19,Purchase GM CABS PTY LTD MASCOT,-14.18,Expense - Travel - Taxis,($14.18),$33.90 
29/3/19,Direct entry dishonour fee  - Virgin Mobile $40.41,-10.0,Fees,($10.00),$48.08 
27/3/19,Purchase ALDI STORES - WATERLOO WATERLOO,-294.27,Personal - Groceries,($294.27),$58.08 
26/3/19,Purchase OXFORD TAVERN AND BR PETERSHAM NSW,-25.5,Personal - Eating Out,($25.50),$352.35 
25/3/19,Purchase AUTHORIZATION SYDNEY AUS,-747.96,Expense - Travel,($747.96),$377.85 
24/3/19,Purchase PAYPAL *AGODACOMPAN 4029357733 AUS,-88.49,Expense - Travel,($88.49),"$1,125.81 "
24/3/19,Account withdrawal,-4906.98,Mortgage,"($4,906.98)","$1,214.30 "
23/3/19,Purchase IGA WATERLOO WATERLOO,-38.47,Personal - Groceries,($38.47),"$6,121.28 "
23/3/19,Purchase Campos Alexandria AU,-19.5,Expense - Office Supplies,($19.50),"$6,159.75 "
22/3/19,Direct debit to SDN Redfern Chil,-578.19,Personal - Childcare,($578.19),"$6,179.25 "
22/3/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-56.54,Personal - Childcare,($56.54),"$6,757.44 "
21/3/19,ATM withdrawal CBA ATM 300ELIZABETH C NSW 203303 AUS,-200.0,Personal - Cash Out,($200.00),"$6,813.98 "
21/3/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-8.6,Personal - Groceries,($8.60),"$7,013.98 "
21/3/19,Purchase SALCEDO HOLDINGS PTY ALEXANDRIA,-94.98,Personal - Family,($94.98),"$7,022.58 "
20/3/19,Purchase Angel Hotel Sydney NSW,-24.35,Personal - Eating Out,($24.35),"$7,117.56 "
20/3/19,Purchase Fountain St General Alexandria NSW,-85.0,Personal - Health & Wellbeing,($85.00),"$7,141.91 "
20/3/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-54.68,Personal - Health & Wellbeing,($54.68),"$7,226.91 "
19/3/19,BPAY Payment - BPAY Ext GenClr BILLER: 49551 CRN: 4724373520150622 RCPT: MEB201903198177001655,-6000.0,Account Transfer - Virgin Money,"($6,000.00)","$7,281.59 "
19/3/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 46.60 AUD + cashout of 50.00 AUD),-96.6,Personal - Groceries,($96.60),"$13,281.59 "
18/3/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XPZGX2T4R5G2H3D 48 Douglas st redfern,-190.0,Expense - Cleaners,($190.00),"$13,378.19 "
17/3/19,Purchase CITYOFSYDNEY PARKING SYDNEY,-4.24,Expense - Travel - Parking,($4.24),"$13,568.19 "
17/3/19,Purchase GOOGLE*GOOGLE G.CO HELPPAY AUS,-5.99,Expense - Subscriptions & Software Licences,($5.99),"$13,572.43 "
16/3/19,Purchase 0ALXNDR PK CO S 8556 ALEXANDRIA,-14.0,Personal - Family,($14.00),"$13,578.42 "
15/3/19,Purchase WWW.RENTALCARPROTECTIO NORTH SYNDEY NT,-68.87,Insurance,($68.87),"$13,592.42 "
15/3/19,Purchase PAYPAL *DELIVEROOAU 4029357733 AUS,-22.25,Personal - Family,($22.25),"$13,661.29 "
10/3/19,Purchase GOOGLE*GOOGLE G.CO HELPPAY AUS,-6.99,Expense - Subscriptions & Software Licences,($6.99),"$13,683.54 "
8/3/19,Direct debit to SDN Redfern Chil,-617.82,Personal - Childcare,($617.82),"$13,690.53 "
8/3/19,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-94.34,Personal - Childcare,($94.34),"$14,308.35 "
8/3/19,Purchase DIXON WINE PURVEYORS CLUNES NSW,-380.0,Personal - Alcohol,($380.00),"$14,402.69 "
7/3/19,Purchase WOOLWORTHS 1474 REDFERN NSW,-49.64,Personal - Groceries,($49.64),"$14,782.69 "
7/3/19,Purchase PAYPAL *DELIVEROOAU 4029357733 AUS,-56.49,Personal - Family,($56.49),"$14,832.33 "
7/3/19,Refund PAYPAL *DELIVEROOAU 4029357733 AUS,20.0,Personal - Family,$20.00 ,"$14,888.82 "
7/3/19,Purchase STEVIE ENGLISH GLEBE,-437.5,Personal - Skye,($437.50),"$14,868.82 "
6/3/19,Purchase THE TUDOR REDFERN REDFERN,-48.0,Personal - Drinking Out,($48.00),"$15,306.32 "
6/3/19,Purchase EZI*NCIE Fitness Ctr Redfern NSW,-107.31,Personal - Health & Wellbeing,($107.31),"$15,354.32 "
5/3/19,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$15,461.63 "
2/3/19,BPAY Payment - BPAY Ext GenClr BILLER: 97410 CRN: 10019450751787 RCPT: MEB201903026162008670,-149.51,Expense - Utilities,($149.51),"$15,474.63 "
2/3/19,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 13.68 AUD + cashout of 50.00 AUD),-63.68,Personal - Groceries,($63.68),"$15,624.14 "
2/3/19,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XCB5BGF9DWX2Q58 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$15,687.82 "
1/3/19,Direct credit from TMRW Music Pty L MINISTRY OF SOUND,13456.0,Income,"$13,456.00 ","$15,847.82 "
1/3/19,Direct credit from Visionflex Inv 1902,2351.0,Income,"$2,351.00 ","$2,391.82 "
1/3/19,Direct debit to Virgin Mobile,-40.0,Expense - Phone & Internet,($40.00),$40.82 
25/2/19,Purchase SECURE PARKING - THE ALEXANDRIA,-5.0,Expense - Travel - Parking,($5.00),$80.82 
23/2/19,IKEA TEMPE TEMPE-12:30,-114.9,Expense - Office Supplies,($114.90),$85.82 
22/2/19,Ref: A003BSK20T4K,0.0,NAN,0,0
22/2/19,From: DBS CHILDCARE,0.0,NAN,0,0
22/2/19,INWARD DIRECT DEBIT,-580.0,Personal - Childcare,($580.00),$200.72 
22/2/19,TFR TO: 000359484 RCPT: FTRKMH68K3 KVHDCL mortgage,0.0,NAN,0,0
22/2/19,INTERNET BANKING INT TFR,-500.0,Mortgage,($500.00),$780.72 
20/2/19,BILLER: 7500 CRN: 1385368 RCPT: ME B201902209073003,0.0,Expense - Rates,0,0
20/2/19,INTERNET BANKING BPAY,-356.2,Expense - Rates,($356.20),"$1,280.72 "
20/2/19,BUDGET DIRECT TOOWONG-07:51,-2520.41,Insurance,"($2,520.41)","$1,636.92 "
20/2/19,EZI*NCIE Fitness Ctr -13:22,-107.31,Personal - Health & Wellbeing,($107.31),"$4,157.33 "
18/2/19,THE TUDOR REDFERN RED-19:37,-42.0,Personal - Drinking Out,($42.00),"$4,264.64 "
18/2/19,THE TUDOR REDFERN RED-18:28,-72.0,Personal - Drinking Out,($72.00),"$4,306.64 "
17/2/19,INTERNET BANKING BPAY,-356.22,Expense - Utilities,($356.22),"$4,378.64 "
17/2/19,BILLER: 97410 CRN: 10086881120007  RCPT: MEB201902179073002153,0.0,NAN,0,0
16/2/19,POS W/D -10:58,-62.7,Personal - Groceries,($62.70),"$4,734.86 "
16/2/19,IGA WATERLOO WATERLOO AU,0.0,NAN,0,0
14/2/19,WOOLWORTHS 1474 REDFE-09:49,-14.5,Personal - Groceries,($14.50),"$4,797.56 "
